,Observations,Annotations,latitude,longitude,ligne,colonne
842,ign-FNF-2009/observation_irc_2009/980_6825_1_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_1_2_0M50_pfnf_nch.tif,980,6825,1,2
843,ign-FNF-2009/observation_irc_2009/975_6835_3_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_3_2_0M50_pfnf_nch.tif,975,6835,3,2
844,ign-FNF-2009/observation_irc_2009/940_6925_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_3_9_0M50_pfnf_nch.tif,940,6925,3,9
845,ign-FNF-2009/observation_irc_2009/915_6890_3_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_3_4_0M50_pfnf_nch.tif,915,6890,3,4
846,ign-FNF-2009/observation_irc_2009/995_6895_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_4_5_0M50_pfnf_nch.tif,995,6895,4,5
847,ign-FNF-2009/observation_irc_2009/940_6905_2_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_2_4_0M50_pfnf_nch.tif,940,6905,2,4
848,ign-FNF-2009/observation_irc_2009/1015_6895_2_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_2_5_0M50_pfnf_nch.tif,1015,6895,2,5
849,ign-FNF-2009/observation_irc_2009/945_6925_8_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_8_6_0M50_pfnf_nch.tif,945,6925,8,6
850,ign-FNF-2009/observation_irc_2009/910_6935_3_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_3_4_0M50_pfnf_nch.tif,910,6935,3,4
851,ign-FNF-2009/observation_irc_2009/995_6850_3_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_3_6_0M50_pfnf_nch.tif,995,6850,3,6
852,ign-FNF-2009/observation_irc_2009/995_6850_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_4_8_0M50_pfnf_nch.tif,995,6850,4,8
853,ign-FNF-2009/observation_irc_2009/975_6835_7_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_7_5_0M50_pfnf_nch.tif,975,6835,7,5
854,ign-FNF-2009/observation_irc_2009/1015_6895_3_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_3_6_0M50_pfnf_nch.tif,1015,6895,3,6
855,ign-FNF-2009/observation_irc_2009/890_6940_4_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_4_5_0M50_pfnf_nch.tif,890,6940,4,5
856,ign-FNF-2009/observation_irc_2009/945_6845_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_2_9_0M50_pfnf_nch.tif,945,6845,2,9
857,ign-FNF-2009/observation_irc_2009/995_6850_7_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_7_7_0M50_pfnf_nch.tif,995,6850,7,7
858,ign-FNF-2009/observation_irc_2009/1015_6895_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_4_8_0M50_pfnf_nch.tif,1015,6895,4,8
859,ign-FNF-2009/observation_irc_2009/945_6925_4_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_4_9_0M50_pfnf_nch.tif,945,6925,4,9
860,ign-FNF-2009/observation_irc_2009/995_6895_9_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_9_5_0M50_pfnf_nch.tif,995,6895,9,5
861,ign-FNF-2009/observation_irc_2009/920_6860_5_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_5_4_0M50_pfnf_nch.tif,920,6860,5,4
862,ign-FNF-2009/observation_irc_2009/920_6860_3_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_3_1_0M50_pfnf_nch.tif,920,6860,3,1
863,ign-FNF-2009/observation_irc_2009/925_6860_1_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_1_7_0M50_pfnf_nch.tif,925,6860,1,7
864,ign-FNF-2009/observation_irc_2009/975_6825_8_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_8_8_0M50_pfnf_nch.tif,975,6825,8,8
865,ign-FNF-2009/observation_irc_2009/915_6825_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_8_1_0M50_pfnf_nch.tif,915,6825,8,1
866,ign-FNF-2009/observation_irc_2009/995_6850_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_2_9_0M50_pfnf_nch.tif,995,6850,2,9
867,ign-FNF-2009/observation_irc_2009/1015_6895_7_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_7_4_0M50_pfnf_nch.tif,1015,6895,7,4
868,ign-FNF-2009/observation_irc_2009/940_6925_1_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_1_2_0M50_pfnf_nch.tif,940,6925,1,2
869,ign-FNF-2009/observation_irc_2009/915_6915_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_4_6_0M50_pfnf_nch.tif,915,6915,4,6
870,ign-FNF-2009/observation_irc_2009/945_6925_1_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_1_5_0M50_pfnf_nch.tif,945,6925,1,5
871,ign-FNF-2009/observation_irc_2009/975_6835_2_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_2_5_0M50_pfnf_nch.tif,975,6835,2,5
872,ign-FNF-2009/observation_irc_2009/925_6860_5_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_5_5_0M50_pfnf_nch.tif,925,6860,5,5
873,ign-FNF-2009/observation_irc_2009/910_6935_3_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_3_6_0M50_pfnf_nch.tif,910,6935,3,6
874,ign-FNF-2009/observation_irc_2009/955_6915_6_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_6_7_0M50_pfnf_nch.tif,955,6915,6,7
875,ign-FNF-2009/observation_irc_2009/910_6935_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/910_6935_8_1_0M50_pfnf_nch.tif,910,6935,8,1
876,ign-FNF-2009/observation_irc_2009/975_6835_2_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_2_9_0M50_pfnf_nch.tif,975,6835,2,9
877,ign-FNF-2009/observation_irc_2009/995_6895_6_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_6_3_0M50_pfnf_nch.tif,995,6895,6,3
878,ign-FNF-2009/observation_irc_2009/945_6845_2_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_2_2_0M50_pfnf_nch.tif,945,6845,2,2
879,ign-FNF-2009/observation_irc_2009/970_6845_7_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_7_7_0M50_pfnf_nch.tif,970,6845,7,7
880,ign-FNF-2009/observation_irc_2009/955_6915_3_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_3_7_0M50_pfnf_nch.tif,955,6915,3,7
881,ign-FNF-2009/observation_irc_2009/890_6940_4_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_4_2_0M50_pfnf_nch.tif,890,6940,4,2
882,ign-FNF-2009/observation_irc_2009/940_6905_5_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_5_2_0M50_pfnf_nch.tif,940,6905,5,2
883,ign-FNF-2009/observation_irc_2009/925_6860_8_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_8_7_0M50_pfnf_nch.tif,925,6860,8,7
884,ign-FNF-2009/observation_irc_2009/980_6825_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_4_3_0M50_pfnf_nch.tif,980,6825,4,3
885,ign-FNF-2009/observation_irc_2009/940_6905_7_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_7_6_0M50_pfnf_nch.tif,940,6905,7,6
886,ign-FNF-2009/observation_irc_2009/915_6825_7_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_7_6_0M50_pfnf_nch.tif,915,6825,7,6
887,ign-FNF-2009/observation_irc_2009/945_6925_5_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_5_5_0M50_pfnf_nch.tif,945,6925,5,5
888,ign-FNF-2009/observation_irc_2009/890_6940_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_8_1_0M50_pfnf_nch.tif,890,6940,8,1
889,ign-FNF-2009/observation_irc_2009/915_6890_9_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_9_2_0M50_pfnf_nch.tif,915,6890,9,2
890,ign-FNF-2009/observation_irc_2009/915_6825_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_4_6_0M50_pfnf_nch.tif,915,6825,4,6
891,ign-FNF-2009/observation_irc_2009/980_6825_9_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_9_9_0M50_pfnf_nch.tif,980,6825,9,9
892,ign-FNF-2009/observation_irc_2009/915_6890_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_3_9_0M50_pfnf_nch.tif,915,6890,3,9
893,ign-FNF-2009/observation_irc_2009/980_6825_1_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_1_9_0M50_pfnf_nch.tif,980,6825,1,9
894,ign-FNF-2009/observation_irc_2009/995_6895_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_3_3_0M50_pfnf_nch.tif,995,6895,3,3
895,ign-FNF-2009/observation_irc_2009/1015_6895_6_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_6_6_0M50_pfnf_nch.tif,1015,6895,6,6
896,ign-FNF-2009/observation_irc_2009/940_6925_9_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_9_5_0M50_pfnf_nch.tif,940,6925,9,5
897,ign-FNF-2009/observation_irc_2009/890_6940_5_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_5_7_0M50_pfnf_nch.tif,890,6940,5,7
898,ign-FNF-2009/observation_irc_2009/995_6850_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6850_4_3_0M50_pfnf_nch.tif,995,6850,4,3
899,ign-FNF-2009/observation_irc_2009/890_6940_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_6_5_0M50_pfnf_nch.tif,890,6940,6,5
900,ign-FNF-2009/observation_irc_2009/975_6825_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_8_1_0M50_pfnf_nch.tif,975,6825,8,1
901,ign-FNF-2009/observation_irc_2009/945_6925_6_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_6_2_0M50_pfnf_nch.tif,945,6925,6,2
902,ign-FNF-2009/observation_irc_2009/975_6835_1_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_1_4_0M50_pfnf_nch.tif,975,6835,1,4
903,ign-FNF-2009/observation_irc_2009/915_6890_8_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_8_2_0M50_pfnf_nch.tif,915,6890,8,2
904,ign-FNF-2009/observation_irc_2009/975_6835_2_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_2_8_0M50_pfnf_nch.tif,975,6835,2,8
905,ign-FNF-2009/observation_irc_2009/925_6860_2_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_2_6_0M50_pfnf_nch.tif,925,6860,2,6
906,ign-FNF-2009/observation_irc_2009/995_6895_8_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_8_3_0M50_pfnf_nch.tif,995,6895,8,3
907,ign-FNF-2009/observation_irc_2009/945_6925_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_6_5_0M50_pfnf_nch.tif,945,6925,6,5
908,ign-FNF-2009/observation_irc_2009/1015_6895_8_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_8_9_0M50_pfnf_nch.tif,1015,6895,8,9
909,ign-FNF-2009/observation_irc_2009/940_6925_7_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_7_4_0M50_pfnf_nch.tif,940,6925,7,4
910,ign-FNF-2009/observation_irc_2009/940_6905_6_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_6_8_0M50_pfnf_nch.tif,940,6905,6,8
911,ign-FNF-2009/observation_irc_2009/975_6825_6_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_6_4_0M50_pfnf_nch.tif,975,6825,6,4
912,ign-FNF-2009/observation_irc_2009/890_6940_5_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_5_9_0M50_pfnf_nch.tif,890,6940,5,9
913,ign-FNF-2009/observation_irc_2009/945_6845_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_4_6_0M50_pfnf_nch.tif,945,6845,4,6
914,ign-FNF-2009/observation_irc_2009/940_6925_3_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_3_7_0M50_pfnf_nch.tif,940,6925,3,7
915,ign-FNF-2009/observation_irc_2009/890_6940_8_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_8_6_0M50_pfnf_nch.tif,890,6940,8,6
916,ign-FNF-2009/observation_irc_2009/980_6825_1_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_1_3_0M50_pfnf_nch.tif,980,6825,1,3
917,ign-FNF-2009/observation_irc_2009/925_6860_4_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_4_9_0M50_pfnf_nch.tif,925,6860,4,9
918,ign-FNF-2009/observation_irc_2009/1015_6895_4_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_4_7_0M50_pfnf_nch.tif,1015,6895,4,7
919,ign-FNF-2009/observation_irc_2009/915_6890_6_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_6_7_0M50_pfnf_nch.tif,915,6890,6,7
920,ign-FNF-2009/observation_irc_2009/995_6895_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_4_3_0M50_pfnf_nch.tif,995,6895,4,3
921,ign-FNF-2009/observation_irc_2009/915_6915_8_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_8_3_0M50_pfnf_nch.tif,915,6915,8,3
922,ign-FNF-2009/observation_irc_2009/945_6845_6_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_6_8_0M50_pfnf_nch.tif,945,6845,6,8
923,ign-FNF-2009/observation_irc_2009/945_6845_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_4_3_0M50_pfnf_nch.tif,945,6845,4,3
924,ign-FNF-2009/observation_irc_2009/925_6860_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_3_9_0M50_pfnf_nch.tif,925,6860,3,9
925,ign-FNF-2009/observation_irc_2009/970_6845_6_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_6_8_0M50_pfnf_nch.tif,970,6845,6,8
926,ign-FNF-2009/observation_irc_2009/980_6825_7_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_7_6_0M50_pfnf_nch.tif,980,6825,7,6
927,ign-FNF-2009/observation_irc_2009/940_6905_6_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_6_5_0M50_pfnf_nch.tif,940,6905,6,5
928,ign-FNF-2009/observation_irc_2009/995_6895_6_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_6_9_0M50_pfnf_nch.tif,995,6895,6,9
929,ign-FNF-2009/observation_irc_2009/940_6905_4_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_4_2_0M50_pfnf_nch.tif,940,6905,4,2
930,ign-FNF-2009/observation_irc_2009/1015_6895_4_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_4_4_0M50_pfnf_nch.tif,1015,6895,4,4
931,ign-FNF-2009/observation_irc_2009/955_6915_5_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_5_8_0M50_pfnf_nch.tif,955,6915,5,8
932,ign-FNF-2009/observation_irc_2009/975_6835_8_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_8_1_0M50_pfnf_nch.tif,975,6835,8,1
933,ign-FNF-2009/observation_irc_2009/915_6890_1_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_1_5_0M50_pfnf_nch.tif,915,6890,1,5
934,ign-FNF-2009/observation_irc_2009/975_6835_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_3_9_0M50_pfnf_nch.tif,975,6835,3,9
935,ign-FNF-2009/observation_irc_2009/920_6860_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/920_6860_4_8_0M50_pfnf_nch.tif,920,6860,4,8
936,ign-FNF-2009/observation_irc_2009/975_6850_4_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_4_9_0M50_pfnf_nch.tif,975,6850,4,9
937,ign-FNF-2009/observation_irc_2009/945_6845_7_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6845_7_3_0M50_pfnf_nch.tif,945,6845,7,3
938,ign-FNF-2009/observation_irc_2009/970_6845_9_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_9_9_0M50_pfnf_nch.tif,970,6845,9,9
939,ign-FNF-2009/observation_irc_2009/915_6825_2_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_2_2_0M50_pfnf_nch.tif,915,6825,2,2
940,ign-FNF-2009/observation_irc_2009/975_6835_5_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_5_7_0M50_pfnf_nch.tif,975,6835,5,7
941,ign-FNF-2009/observation_irc_2009/1015_6895_7_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_7_3_0M50_pfnf_nch.tif,1015,6895,7,3
942,ign-FNF-2009/observation_irc_2009/995_6895_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_4_6_0M50_pfnf_nch.tif,995,6895,4,6
943,ign-FNF-2009/observation_irc_2009/970_6845_2_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_2_1_0M50_pfnf_nch.tif,970,6845,2,1
944,ign-FNF-2009/observation_irc_2009/995_6895_1_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_1_1_0M50_pfnf_nch.tif,995,6895,1,1
945,ign-FNF-2009/observation_irc_2009/975_6825_2_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_2_8_0M50_pfnf_nch.tif,975,6825,2,8
946,ign-FNF-2009/observation_irc_2009/915_6890_2_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_2_4_0M50_pfnf_nch.tif,915,6890,2,4
947,ign-FNF-2009/observation_irc_2009/975_6835_4_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_4_6_0M50_pfnf_nch.tif,975,6835,4,6
948,ign-FNF-2009/observation_irc_2009/940_6925_5_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_5_3_0M50_pfnf_nch.tif,940,6925,5,3
949,ign-FNF-2009/observation_irc_2009/1015_6895_9_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/1015_6895_9_7_0M50_pfnf_nch.tif,1015,6895,9,7
950,ign-FNF-2009/observation_irc_2009/945_6925_2_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_2_2_0M50_pfnf_nch.tif,945,6925,2,2
951,ign-FNF-2009/observation_irc_2009/945_6925_5_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_5_7_0M50_pfnf_nch.tif,945,6925,5,7
952,ign-FNF-2009/observation_irc_2009/890_6940_3_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_3_1_0M50_pfnf_nch.tif,890,6940,3,1
953,ign-FNF-2009/observation_irc_2009/940_6905_7_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_7_5_0M50_pfnf_nch.tif,940,6905,7,5
954,ign-FNF-2009/observation_irc_2009/995_6895_3_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_3_9_0M50_pfnf_nch.tif,995,6895,3,9
955,ign-FNF-2009/observation_irc_2009/925_6860_2_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/925_6860_2_7_0M50_pfnf_nch.tif,925,6860,2,7
956,ign-FNF-2009/observation_irc_2009/970_6845_6_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_6_9_0M50_pfnf_nch.tif,970,6845,6,9
957,ign-FNF-2009/observation_irc_2009/980_6825_6_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_6_4_0M50_pfnf_nch.tif,980,6825,6,4
958,ign-FNF-2009/observation_irc_2009/980_6825_3_2_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/980_6825_3_2_0M50_pfnf_nch.tif,980,6825,3,2
959,ign-FNF-2009/observation_irc_2009/940_6925_4_8_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_4_8_0M50_pfnf_nch.tif,940,6925,4,8
960,ign-FNF-2009/observation_irc_2009/970_6845_6_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/970_6845_6_1_0M50_pfnf_nch.tif,970,6845,6,1
961,ign-FNF-2009/observation_irc_2009/975_6850_7_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6850_7_9_0M50_pfnf_nch.tif,975,6850,7,9
962,ign-FNF-2009/observation_irc_2009/940_6925_5_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_5_6_0M50_pfnf_nch.tif,940,6925,5,6
963,ign-FNF-2009/observation_irc_2009/915_6890_3_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6890_3_6_0M50_pfnf_nch.tif,915,6890,3,6
964,ign-FNF-2009/observation_irc_2009/975_6825_1_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6825_1_7_0M50_pfnf_nch.tif,975,6825,1,7
965,ign-FNF-2009/observation_irc_2009/955_6915_1_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_1_5_0M50_pfnf_nch.tif,955,6915,1,5
966,ign-FNF-2009/observation_irc_2009/940_6905_2_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_2_1_0M50_pfnf_nch.tif,940,6905,2,1
967,ign-FNF-2009/observation_irc_2009/940_6925_6_1_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6925_6_1_0M50_pfnf_nch.tif,940,6925,6,1
968,ign-FNF-2009/observation_irc_2009/915_6915_8_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_8_6_0M50_pfnf_nch.tif,915,6915,8,6
969,ign-FNF-2009/observation_irc_2009/945_6925_6_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/945_6925_6_9_0M50_pfnf_nch.tif,945,6925,6,9
970,ign-FNF-2009/observation_irc_2009/995_6895_1_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/995_6895_1_4_0M50_pfnf_nch.tif,995,6895,1,4
971,ign-FNF-2009/observation_irc_2009/975_6835_8_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_8_4_0M50_pfnf_nch.tif,975,6835,8,4
972,ign-FNF-2009/observation_irc_2009/940_6905_4_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_4_3_0M50_pfnf_nch.tif,940,6905,4,3
973,ign-FNF-2009/observation_irc_2009/975_6835_8_9_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/975_6835_8_9_0M50_pfnf_nch.tif,975,6835,8,9
974,ign-FNF-2009/observation_irc_2009/915_6915_7_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_7_7_0M50_pfnf_nch.tif,915,6915,7,7
975,ign-FNF-2009/observation_irc_2009/915_6915_1_6_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6915_1_6_0M50_pfnf_nch.tif,915,6915,1,6
976,ign-FNF-2009/observation_irc_2009/940_6905_7_4_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_7_4_0M50_pfnf_nch.tif,940,6905,7,4
977,ign-FNF-2009/observation_irc_2009/955_6915_2_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/955_6915_2_3_0M50_pfnf_nch.tif,955,6915,2,3
978,ign-FNF-2009/observation_irc_2009/890_6940_3_5_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/890_6940_3_5_0M50_pfnf_nch.tif,890,6940,3,5
979,ign-FNF-2009/observation_irc_2009/940_6905_6_7_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/940_6905_6_7_0M50_pfnf_nch.tif,940,6905,6,7
980,ign-FNF-2009/observation_irc_2009/915_6825_3_3_observation_irc.tif,ign-FNF-2009/annotation_pfnf_bdforv2_nch/915_6825_3_3_0M50_pfnf_nch.tif,915,6825,3,3
