Observations,Annotations,latitude,longitude,ligne,colonne,coord
ign-FNF-2009/train/observations/1015_6895_7_6_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_7_6_0M50_pfnf_nch.tif,1015,6895,7,6,1015_6895
ign-FNF-2009/train/observations/975_6850_2_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_2_2_0M50_pfnf_nch.tif,975,6850,2,2,975_6850
ign-FNF-2009/train/observations/925_6860_3_7_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_3_7_0M50_pfnf_nch.tif,925,6860,3,7,925_6860
ign-FNF-2009/train/observations/945_6845_7_9_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_7_9_0M50_pfnf_nch.tif,945,6845,7,9,945_6845
ign-FNF-2009/train/observations/945_6925_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_4_4_0M50_pfnf_nch.tif,945,6925,4,4,945_6925
ign-FNF-2009/train/observations/995_6895_4_7_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_4_7_0M50_pfnf_nch.tif,995,6895,4,7,995_6895
ign-FNF-2009/train/observations/925_6860_7_8_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_7_8_0M50_pfnf_nch.tif,925,6860,7,8,925_6860
ign-FNF-2009/train/observations/940_6905_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_6_3_0M50_pfnf_nch.tif,940,6905,6,3,940_6905
ign-FNF-2009/train/observations/890_6940_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_4_2_0M50_pfnf_nch.tif,890,6940,4,2,890_6940
ign-FNF-2009/train/observations/955_6915_6_2_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_6_2_0M50_pfnf_nch.tif,955,6915,6,2,955_6915
ign-FNF-2009/train/observations/995_6895_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_6_4_0M50_pfnf_nch.tif,995,6895,6,4,995_6895
ign-FNF-2009/train/observations/915_6890_9_8_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_9_8_0M50_pfnf_nch.tif,915,6890,9,8,915_6890
ign-FNF-2009/train/observations/940_6925_6_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_8_0M50_pfnf_nch.tif,940,6925,6,8,940_6925
ign-FNF-2009/train/observations/980_6825_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_4_4_0M50_pfnf_nch.tif,980,6825,4,4,980_6825
ign-FNF-2009/train/observations/980_6825_1_4_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_1_4_0M50_pfnf_nch.tif,980,6825,1,4,980_6825
ign-FNF-2009/train/observations/915_6825_2_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_2_4_0M50_pfnf_nch.tif,915,6825,2,4,915_6825
ign-FNF-2009/train/observations/940_6905_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_8_4_0M50_pfnf_nch.tif,940,6905,8,4,940_6905
ign-FNF-2009/train/observations/980_6825_3_9_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_3_9_0M50_pfnf_nch.tif,980,6825,3,9,980_6825
ign-FNF-2009/train/observations/915_6890_1_8_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_1_8_0M50_pfnf_nch.tif,915,6890,1,8,915_6890
ign-FNF-2009/train/observations/1015_6895_9_7_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_9_7_0M50_pfnf_nch.tif,1015,6895,9,7,1015_6895
ign-FNF-2009/train/observations/975_6835_9_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_9_4_0M50_pfnf_nch.tif,975,6835,9,4,975_6835
ign-FNF-2009/train/observations/925_6860_7_9_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_7_9_0M50_pfnf_nch.tif,925,6860,7,9,925_6860
ign-FNF-2009/train/observations/915_6825_4_5_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_4_5_0M50_pfnf_nch.tif,915,6825,4,5,915_6825
ign-FNF-2009/train/observations/940_6905_1_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_1_5_0M50_pfnf_nch.tif,940,6905,1,5,940_6905
ign-FNF-2009/train/observations/1015_6895_5_9_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_5_9_0M50_pfnf_nch.tif,1015,6895,5,9,1015_6895
ign-FNF-2009/train/observations/995_6895_3_3_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_3_3_0M50_pfnf_nch.tif,995,6895,3,3,995_6895
ign-FNF-2009/train/observations/920_6860_9_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_9_7_0M50_pfnf_nch.tif,920,6860,9,7,920_6860
ign-FNF-2009/train/observations/975_6850_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_5_4_0M50_pfnf_nch.tif,975,6850,5,4,975_6850
ign-FNF-2009/train/observations/915_6890_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_8_5_0M50_pfnf_nch.tif,915,6890,8,5,915_6890
ign-FNF-2009/train/observations/915_6890_9_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_9_4_0M50_pfnf_nch.tif,915,6890,9,4,915_6890
ign-FNF-2009/train/observations/995_6895_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_1_9_0M50_pfnf_nch.tif,995,6895,1,9,995_6895
ign-FNF-2009/train/observations/890_6940_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_5_2_0M50_pfnf_nch.tif,890,6940,5,2,890_6940
ign-FNF-2009/train/observations/915_6890_8_1_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_8_1_0M50_pfnf_nch.tif,915,6890,8,1,915_6890
ign-FNF-2009/train/observations/975_6850_4_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_4_1_0M50_pfnf_nch.tif,975,6850,4,1,975_6850
ign-FNF-2009/train/observations/925_6860_3_3_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_3_3_0M50_pfnf_nch.tif,925,6860,3,3,925_6860
ign-FNF-2009/train/observations/1015_6895_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_4_4_0M50_pfnf_nch.tif,1015,6895,4,4,1015_6895
ign-FNF-2009/train/observations/945_6845_9_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_9_3_0M50_pfnf_nch.tif,945,6845,9,3,945_6845
ign-FNF-2009/train/observations/945_6925_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_6_3_0M50_pfnf_nch.tif,945,6925,6,3,945_6925
ign-FNF-2009/train/observations/975_6825_8_6_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_8_6_0M50_pfnf_nch.tif,975,6825,8,6,975_6825
ign-FNF-2009/train/observations/955_6915_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_6_4_0M50_pfnf_nch.tif,955,6915,6,4,955_6915
ign-FNF-2009/train/observations/975_6850_7_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_7_4_0M50_pfnf_nch.tif,975,6850,7,4,975_6850
ign-FNF-2009/train/observations/925_6860_5_4_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_5_4_0M50_pfnf_nch.tif,925,6860,5,4,925_6860
ign-FNF-2009/train/observations/940_6905_9_2_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_9_2_0M50_pfnf_nch.tif,940,6905,9,2,940_6905
ign-FNF-2009/train/observations/955_6915_6_9_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_6_9_0M50_pfnf_nch.tif,955,6915,6,9,955_6915
ign-FNF-2009/train/observations/955_6915_5_6_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_5_6_0M50_pfnf_nch.tif,955,6915,5,6,955_6915
ign-FNF-2009/train/observations/975_6835_5_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_5_8_0M50_pfnf_nch.tif,975,6835,5,8,975_6835
ign-FNF-2009/train/observations/940_6905_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_7_3_0M50_pfnf_nch.tif,940,6905,7,3,940_6905
ign-FNF-2009/train/observations/955_6915_9_9_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_9_9_0M50_pfnf_nch.tif,955,6915,9,9,955_6915
ign-FNF-2009/train/observations/915_6825_1_4_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_1_4_0M50_pfnf_nch.tif,915,6825,1,4,915_6825
ign-FNF-2009/train/observations/975_6825_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_7_3_0M50_pfnf_nch.tif,975,6825,7,3,975_6825
ign-FNF-2009/train/observations/915_6890_6_1_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_6_1_0M50_pfnf_nch.tif,915,6890,6,1,915_6890
ign-FNF-2009/train/observations/975_6825_4_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_4_9_0M50_pfnf_nch.tif,975,6825,4,9,975_6825
ign-FNF-2009/train/observations/915_6890_3_7_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_3_7_0M50_pfnf_nch.tif,915,6890,3,7,915_6890
ign-FNF-2009/train/observations/975_6835_7_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_7_8_0M50_pfnf_nch.tif,975,6835,7,8,975_6835
ign-FNF-2009/train/observations/925_6860_2_4_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_2_4_0M50_pfnf_nch.tif,925,6860,2,4,925_6860
ign-FNF-2009/train/observations/1015_6895_3_4_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_3_4_0M50_pfnf_nch.tif,1015,6895,3,4,1015_6895
ign-FNF-2009/train/observations/915_6825_3_8_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_3_8_0M50_pfnf_nch.tif,915,6825,3,8,915_6825
ign-FNF-2009/train/observations/980_6825_7_8_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_7_8_0M50_pfnf_nch.tif,980,6825,7,8,980_6825
ign-FNF-2009/train/observations/980_6825_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_6_4_0M50_pfnf_nch.tif,980,6825,6,4,980_6825
ign-FNF-2009/train/observations/955_6915_5_7_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_5_7_0M50_pfnf_nch.tif,955,6915,5,7,955_6915
ign-FNF-2009/train/observations/940_6925_9_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_9_8_0M50_pfnf_nch.tif,940,6925,9,8,940_6925
ign-FNF-2009/train/observations/920_6860_8_8_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_8_0M50_pfnf_nch.tif,920,6860,8,8,920_6860
ign-FNF-2009/train/observations/975_6850_6_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_6_1_0M50_pfnf_nch.tif,975,6850,6,1,975_6850
ign-FNF-2009/train/observations/925_6860_8_7_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_8_7_0M50_pfnf_nch.tif,925,6860,8,7,925_6860
ign-FNF-2009/train/observations/975_6850_5_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_5_8_0M50_pfnf_nch.tif,975,6850,5,8,975_6850
ign-FNF-2009/train/observations/975_6850_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_8_5_0M50_pfnf_nch.tif,975,6850,8,5,975_6850
ign-FNF-2009/train/observations/975_6825_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_8_5_0M50_pfnf_nch.tif,975,6825,8,5,975_6825
ign-FNF-2009/train/observations/975_6825_7_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_7_5_0M50_pfnf_nch.tif,975,6825,7,5,975_6825
ign-FNF-2009/train/observations/1015_6895_8_6_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_8_6_0M50_pfnf_nch.tif,1015,6895,8,6,1015_6895
ign-FNF-2009/train/observations/975_6825_7_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_7_9_0M50_pfnf_nch.tif,975,6825,7,9,975_6825
ign-FNF-2009/train/observations/920_6860_1_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_1_7_0M50_pfnf_nch.tif,920,6860,1,7,920_6860
ign-FNF-2009/train/observations/975_6850_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_6_3_0M50_pfnf_nch.tif,975,6850,6,3,975_6850
ign-FNF-2009/train/observations/915_6890_9_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_9_3_0M50_pfnf_nch.tif,915,6890,9,3,915_6890
ign-FNF-2009/train/observations/1015_6895_6_2_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_6_2_0M50_pfnf_nch.tif,1015,6895,6,2,1015_6895
ign-FNF-2009/train/observations/925_6860_7_6_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_7_6_0M50_pfnf_nch.tif,925,6860,7,6,925_6860
ign-FNF-2009/train/observations/940_6925_9_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_9_5_0M50_pfnf_nch.tif,940,6925,9,5,940_6925
ign-FNF-2009/train/observations/940_6905_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_5_2_0M50_pfnf_nch.tif,940,6905,5,2,940_6905
ign-FNF-2009/train/observations/940_6925_5_6_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_5_6_0M50_pfnf_nch.tif,940,6925,5,6,940_6925
ign-FNF-2009/train/observations/955_6915_9_6_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_9_6_0M50_pfnf_nch.tif,955,6915,9,6,955_6915
ign-FNF-2009/train/observations/940_6925_6_1_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_1_0M50_pfnf_nch.tif,940,6925,6,1,940_6925
ign-FNF-2009/train/observations/940_6905_4_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_4_5_0M50_pfnf_nch.tif,940,6905,4,5,940_6905
ign-FNF-2009/train/observations/915_6890_1_7_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_1_7_0M50_pfnf_nch.tif,915,6890,1,7,915_6890
ign-FNF-2009/train/observations/980_6825_3_1_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_3_1_0M50_pfnf_nch.tif,980,6825,3,1,980_6825
ign-FNF-2009/train/observations/975_6825_8_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_8_1_0M50_pfnf_nch.tif,975,6825,8,1,975_6825
ign-FNF-2009/train/observations/940_6925_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_3_0M50_pfnf_nch.tif,940,6925,6,3,940_6925
ign-FNF-2009/train/observations/1015_6895_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_6_7_0M50_pfnf_nch.tif,1015,6895,6,7,1015_6895
ign-FNF-2009/train/observations/955_6915_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_8_5_0M50_pfnf_nch.tif,955,6915,8,5,955_6915
ign-FNF-2009/train/observations/890_6940_8_6_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_8_6_0M50_pfnf_nch.tif,890,6940,8,6,890_6940
ign-FNF-2009/train/observations/915_6825_9_6_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_9_6_0M50_pfnf_nch.tif,915,6825,9,6,915_6825
ign-FNF-2009/train/observations/925_6860_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_5_2_0M50_pfnf_nch.tif,925,6860,5,2,925_6860
ign-FNF-2009/train/observations/920_6860_6_9_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_6_9_0M50_pfnf_nch.tif,920,6860,6,9,920_6860
ign-FNF-2009/train/observations/955_6915_6_3_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_6_3_0M50_pfnf_nch.tif,955,6915,6,3,955_6915
ign-FNF-2009/train/observations/975_6850_7_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_7_7_0M50_pfnf_nch.tif,975,6850,7,7,975_6850
ign-FNF-2009/train/observations/1015_6895_9_1_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_9_1_0M50_pfnf_nch.tif,1015,6895,9,1,1015_6895
ign-FNF-2009/train/observations/945_6845_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_4_2_0M50_pfnf_nch.tif,945,6845,4,2,945_6845
ign-FNF-2009/train/observations/925_6860_8_5_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_8_5_0M50_pfnf_nch.tif,925,6860,8,5,925_6860
ign-FNF-2009/train/observations/975_6825_3_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_3_5_0M50_pfnf_nch.tif,975,6825,3,5,975_6825
ign-FNF-2009/train/observations/980_6825_7_2_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_7_2_0M50_pfnf_nch.tif,980,6825,7,2,980_6825
ign-FNF-2009/train/observations/980_6825_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_2_6_0M50_pfnf_nch.tif,980,6825,2,6,980_6825
ign-FNF-2009/train/observations/890_6940_8_9_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_8_9_0M50_pfnf_nch.tif,890,6940,8,9,890_6940
ign-FNF-2009/train/observations/945_6845_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_8_4_0M50_pfnf_nch.tif,945,6845,8,4,945_6845
ign-FNF-2009/train/observations/995_6895_5_3_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_5_3_0M50_pfnf_nch.tif,995,6895,5,3,995_6895
ign-FNF-2009/train/observations/975_6850_2_6_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_2_6_0M50_pfnf_nch.tif,975,6850,2,6,975_6850
ign-FNF-2009/train/observations/980_6825_4_6_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_4_6_0M50_pfnf_nch.tif,980,6825,4,6,980_6825
ign-FNF-2009/train/observations/975_6850_3_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_3_8_0M50_pfnf_nch.tif,975,6850,3,8,975_6850
ign-FNF-2009/train/observations/940_6905_2_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_2_5_0M50_pfnf_nch.tif,940,6905,2,5,940_6905
ign-FNF-2009/train/observations/1015_6895_4_3_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_4_3_0M50_pfnf_nch.tif,1015,6895,4,3,1015_6895
ign-FNF-2009/train/observations/1015_6895_4_8_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_4_8_0M50_pfnf_nch.tif,1015,6895,4,8,1015_6895
ign-FNF-2009/train/observations/975_6825_1_2_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_1_2_0M50_pfnf_nch.tif,975,6825,1,2,975_6825
ign-FNF-2009/train/observations/1015_6895_8_8_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_8_8_0M50_pfnf_nch.tif,1015,6895,8,8,1015_6895
ign-FNF-2009/train/observations/980_6825_5_9_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_5_9_0M50_pfnf_nch.tif,980,6825,5,9,980_6825
ign-FNF-2009/train/observations/980_6825_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_5_2_0M50_pfnf_nch.tif,980,6825,5,2,980_6825
ign-FNF-2009/train/observations/940_6925_4_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_4_5_0M50_pfnf_nch.tif,940,6925,4,5,940_6925
ign-FNF-2009/train/observations/925_6860_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_3_2_0M50_pfnf_nch.tif,925,6860,3,2,925_6860
ign-FNF-2009/train/observations/975_6835_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/975_6835_1_9_0M50_pfnf_nch.tif,975,6835,1,9,975_6835
ign-FNF-2009/train/observations/920_6860_5_1_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_5_1_0M50_pfnf_nch.tif,920,6860,5,1,920_6860
ign-FNF-2009/train/observations/920_6860_7_7_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_7_7_0M50_pfnf_nch.tif,920,6860,7,7,920_6860
ign-FNF-2009/train/observations/975_6850_4_5_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_4_5_0M50_pfnf_nch.tif,975,6850,4,5,975_6850
ign-FNF-2009/train/observations/980_6825_5_1_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_5_1_0M50_pfnf_nch.tif,980,6825,5,1,980_6825
ign-FNF-2009/train/observations/945_6925_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_6_4_0M50_pfnf_nch.tif,945,6925,6,4,945_6925
ign-FNF-2009/train/observations/945_6845_4_6_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_4_6_0M50_pfnf_nch.tif,945,6845,4,6,945_6845
ign-FNF-2009/train/observations/925_6860_6_8_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_6_8_0M50_pfnf_nch.tif,925,6860,6,8,925_6860
ign-FNF-2009/train/observations/955_6915_1_6_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_1_6_0M50_pfnf_nch.tif,955,6915,1,6,955_6915
ign-FNF-2009/train/observations/975_6825_6_6_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_6_6_0M50_pfnf_nch.tif,975,6825,6,6,975_6825
ign-FNF-2009/train/observations/940_6925_6_4_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_6_4_0M50_pfnf_nch.tif,940,6925,6,4,940_6925
ign-FNF-2009/train/observations/915_6890_3_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_3_3_0M50_pfnf_nch.tif,915,6890,3,3,915_6890
ign-FNF-2009/train/observations/920_6860_8_2_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_8_2_0M50_pfnf_nch.tif,920,6860,8,2,920_6860
ign-FNF-2009/train/observations/1015_6895_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_8_4_0M50_pfnf_nch.tif,1015,6895,8,4,1015_6895
ign-FNF-2009/train/observations/915_6825_2_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_2_3_0M50_pfnf_nch.tif,915,6825,2,3,915_6825
ign-FNF-2009/train/observations/940_6925_2_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_2_8_0M50_pfnf_nch.tif,940,6925,2,8,940_6925
ign-FNF-2009/train/observations/975_6825_4_4_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_4_4_0M50_pfnf_nch.tif,975,6825,4,4,975_6825
ign-FNF-2009/train/observations/915_6825_1_1_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_1_1_0M50_pfnf_nch.tif,915,6825,1,1,915_6825
ign-FNF-2009/train/observations/890_6940_4_7_observation_irc.tif,ign-FNF-2009/train/annotations/890_6940_4_7_0M50_pfnf_nch.tif,890,6940,4,7,890_6940
ign-FNF-2009/train/observations/915_6825_4_2_observation_irc.tif,ign-FNF-2009/train/annotations/915_6825_4_2_0M50_pfnf_nch.tif,915,6825,4,2,915_6825
ign-FNF-2009/train/observations/945_6925_3_9_observation_irc.tif,ign-FNF-2009/train/annotations/945_6925_3_9_0M50_pfnf_nch.tif,945,6925,3,9,945_6925
ign-FNF-2009/train/observations/915_6890_5_1_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_5_1_0M50_pfnf_nch.tif,915,6890,5,1,915_6890
ign-FNF-2009/train/observations/975_6850_9_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6850_9_1_0M50_pfnf_nch.tif,975,6850,9,1,975_6850
ign-FNF-2009/train/observations/975_6825_4_1_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_4_1_0M50_pfnf_nch.tif,975,6825,4,1,975_6825
ign-FNF-2009/train/observations/995_6895_7_7_observation_irc.tif,ign-FNF-2009/train/annotations/995_6895_7_7_0M50_pfnf_nch.tif,995,6895,7,7,995_6895
ign-FNF-2009/train/observations/915_6890_7_3_observation_irc.tif,ign-FNF-2009/train/annotations/915_6890_7_3_0M50_pfnf_nch.tif,915,6890,7,3,915_6890
ign-FNF-2009/train/observations/940_6925_2_5_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_2_5_0M50_pfnf_nch.tif,940,6925,2,5,940_6925
ign-FNF-2009/train/observations/975_6825_5_8_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_5_8_0M50_pfnf_nch.tif,975,6825,5,8,975_6825
ign-FNF-2009/train/observations/920_6860_2_2_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_2_2_0M50_pfnf_nch.tif,920,6860,2,2,920_6860
ign-FNF-2009/train/observations/945_6845_5_2_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_5_2_0M50_pfnf_nch.tif,945,6845,5,2,945_6845
ign-FNF-2009/train/observations/980_6825_9_5_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_9_5_0M50_pfnf_nch.tif,980,6825,9,5,980_6825
ign-FNF-2009/train/observations/980_6825_7_6_observation_irc.tif,ign-FNF-2009/train/annotations/980_6825_7_6_0M50_pfnf_nch.tif,980,6825,7,6,980_6825
ign-FNF-2009/train/observations/955_6915_5_9_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_5_9_0M50_pfnf_nch.tif,955,6915,5,9,955_6915
ign-FNF-2009/train/observations/940_6925_8_8_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_8_8_0M50_pfnf_nch.tif,940,6925,8,8,940_6925
ign-FNF-2009/train/observations/955_6915_8_4_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_8_4_0M50_pfnf_nch.tif,955,6915,8,4,955_6915
ign-FNF-2009/train/observations/1015_6895_3_8_observation_irc.tif,ign-FNF-2009/train/annotations/1015_6895_3_8_0M50_pfnf_nch.tif,1015,6895,3,8,1015_6895
ign-FNF-2009/train/observations/925_6860_6_2_observation_irc.tif,ign-FNF-2009/train/annotations/925_6860_6_2_0M50_pfnf_nch.tif,925,6860,6,2,925_6860
ign-FNF-2009/train/observations/945_6845_3_1_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_3_1_0M50_pfnf_nch.tif,945,6845,3,1,945_6845
ign-FNF-2009/train/observations/940_6905_1_9_observation_irc.tif,ign-FNF-2009/train/annotations/940_6905_1_9_0M50_pfnf_nch.tif,940,6905,1,9,940_6905
ign-FNF-2009/train/observations/975_6825_6_7_observation_irc.tif,ign-FNF-2009/train/annotations/975_6825_6_7_0M50_pfnf_nch.tif,975,6825,6,7,975_6825
ign-FNF-2009/train/observations/940_6925_3_2_observation_irc.tif,ign-FNF-2009/train/annotations/940_6925_3_2_0M50_pfnf_nch.tif,940,6925,3,2,940_6925
ign-FNF-2009/train/observations/945_6845_4_9_observation_irc.tif,ign-FNF-2009/train/annotations/945_6845_4_9_0M50_pfnf_nch.tif,945,6845,4,9,945_6845
ign-FNF-2009/train/observations/920_6860_1_5_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_1_5_0M50_pfnf_nch.tif,920,6860,1,5,920_6860
ign-FNF-2009/train/observations/920_6860_6_6_observation_irc.tif,ign-FNF-2009/train/annotations/920_6860_6_6_0M50_pfnf_nch.tif,920,6860,6,6,920_6860
ign-FNF-2009/train/observations/955_6915_8_7_observation_irc.tif,ign-FNF-2009/train/annotations/955_6915_8_7_0M50_pfnf_nch.tif,955,6915,8,7,955_6915
